Price,Close,High,Low,Open,Volume
Ticker,NGN=X,NGN=X,NGN=X,NGN=X,NGN=X
Date,,,,,
2014-06-02,162.5500030517578,162.5500030517578,159.75,160.3699951171875,0
2014-06-03,162.2100067138672,162.4600067138672,159.89999389648438,159.89999389648438,0
2014-06-04,162.25,162.64999389648438,160.1300048828125,160.1300048828125,0
2014-06-05,162.60000610351562,162.9499969482422,160.5,160.5,0
2014-06-06,162.6999969482422,163.35000610351562,162.38999938964844,162.38999938964844,0
2014-06-09,162.2899932861328,163.10000610351562,160.50999450683594,160.50999450683594,0
2014-06-10,162.60000610351562,163.10000610351562,160.72999572753906,160.8699951171875,0
2014-06-11,162.60000610351562,161.22999572753906,160.80999755859375,160.80999755859375,0
2014-06-12,162.8000030517578,161.35000610351562,161.16000366210938,161.19000244140625,0
2014-06-13,163.1999969482422,163.58999633789062,160.99000549316406,160.99000549316406,0
2014-06-16,163.5,163.5,160.83999633789062,161.3699951171875,0
2014-06-17,162.5500030517578,163.10000610351562,160.6199951171875,160.6199951171875,0
2014-06-18,163.0,163.39999389648438,160.9199981689453,160.9199981689453,0
2014-06-19,163.1999969482422,163.1999969482422,160.8300018310547,160.8300018310547,0
2014-06-20,163.10000610351562,161.24000549316406,160.67999267578125,161.24000549316406,0
2014-06-23,160.64999389648438,162.6999969482422,160.4199981689453,160.42999267578125,0
2014-06-24,160.25,162.64999389648438,160.52999877929688,160.52999877929688,0
2014-06-25,162.60000610351562,162.60000610351562,160.5399932861328,160.72000122070312,0
2014-06-26,162.5500030517578,162.6999969482422,160.25999450683594,160.25999450683594,0
2014-06-27,162.6999969482422,163.0,160.83999633789062,160.97000122070312,0
2014-06-30,163.00999450683594,163.00999450683594,160.39999389648438,160.4600067138672,0
2014-07-01,162.8000030517578,162.8000030517578,160.25,160.25,0
2014-07-02,162.64999389648438,163.0500030517578,160.6699981689453,160.6699981689453,0
2014-07-03,163.0,163.0,160.30999755859375,160.77999877929688,0
2014-07-04,162.5,160.83999633789062,160.36000061035156,160.83999633789062,0
2014-07-07,160.36000061035156,162.5,160.38999938964844,160.38999938964844,0
2014-07-08,162.60000610351562,162.60000610351562,160.3800048828125,160.3800048828125,0
2014-07-09,162.35000610351562,162.39999389648438,160.05999755859375,160.05999755859375,0
2014-07-10,159.88999938964844,162.10000610351562,160.0800018310547,160.0800018310547,0
2014-07-11,162.0,162.3000030517578,160.24000549316406,160.25999450683594,0
2014-07-14,162.1999969482422,162.1999969482422,160.11000061035156,160.24000549316406,0
2014-07-15,162.0500030517578,162.0500030517578,159.6999969482422,160.1999969482422,0
2014-07-16,161.8000030517578,161.8000030517578,159.72999572753906,160.22000122070312,0
2014-07-17,161.6999969482422,161.6999969482422,159.61000061035156,159.82000732421875,0
2014-07-18,162.6999969482422,159.82000732421875,159.6999969482422,159.6999969482422,0
2014-07-21,159.72999572753906,161.94000244140625,159.72999572753906,159.72999572753906,0
2014-07-22,161.89999389648438,161.89999389648438,159.8800048828125,159.8800048828125,0
2014-07-23,160.22999572753906,162.10000610351562,159.77000427246094,162.10000610351562,0
2014-07-24,162.0,162.0,159.83999633789062,159.83999633789062,0
2014-07-25,162.0500030517578,161.8000030517578,159.7899932861328,159.7899932861328,0
2014-07-28,161.60000610351562,161.9499969482422,159.77000427246094,160.0500030517578,0
2014-07-29,161.8000030517578,161.9499969482422,159.5500030517578,159.77999877929688,0
2014-07-30,161.85000610351562,161.85000610351562,159.6300048828125,159.86000061035156,0
2014-07-31,161.6999969482422,161.89999389648438,159.47000122070312,159.67999267578125,0
2014-08-01,161.8000030517578,161.8000030517578,159.25,159.4499969482422,0
2014-08-04,161.25,161.25,158.85000610351562,158.85000610351562,0
2014-08-05,161.0,161.0,160.75,161.0,0
2014-08-06,158.58999633789062,161.5800018310547,158.94000244140625,158.94000244140625,0
2014-08-07,161.5,162.35000610351562,158.49000549316406,158.49000549316406,0
2014-08-08,162.3000030517578,162.3000030517578,160.39999389648438,160.39999389648438,0
2014-08-11,162.60000610351562,162.60000610351562,160.39999389648438,160.5500030517578,0
2014-08-12,162.39999389648438,162.39999389648438,159.80999755859375,160.5399932861328,0
2014-08-13,162.0,159.52000427246094,159.42999267578125,159.52000427246094,0
2014-08-14,161.8000030517578,162.3000030517578,159.3699951171875,159.3699951171875,0
2014-08-15,162.1999969482422,162.1999969482422,160.0800018310547,160.16000366210938,0
2014-08-18,159.91000366210938,160.0,160.0,160.0,0
2014-08-19,160.0,160.4199981689453,159.86000061035156,160.4199981689453,0
2014-08-20,159.86000061035156,160.17999267578125,159.91000366210938,160.17999267578125,0
2014-08-21,159.91000366210938,160.14999389648438,159.80999755859375,160.14999389648438,0
2014-08-22,159.80999755859375,159.69000244140625,159.64999389648438,159.64999389648438,0
2014-08-25,159.69000244140625,160.52000427246094,159.8800048828125,160.52000427246094,0
2014-08-26,159.97999572753906,160.0500030517578,159.63999938964844,160.0500030517578,0
2014-08-27,159.63999938964844,160.0,159.77000427246094,160.0,0
2014-08-28,159.6300048828125,159.66000366210938,159.6300048828125,159.6300048828125,0
2014-08-29,159.69000244140625,160.16000366210938,159.69000244140625,159.69000244140625,0
2014-09-01,160.7899932861328,160.83999633789062,160.00999450683594,160.83999633789062,0
2014-09-02,160.11000061035156,160.16000366210938,160.11000061035156,160.11000061035156,0
2014-09-03,159.91000366210938,160.16000366210938,159.9499969482422,159.9499969482422,0
2014-09-04,160.16000366210938,160.2100067138672,160.13999938964844,160.13999938964844,0
2014-09-05,162.52000427246094,162.6300048828125,159.9499969482422,162.6300048828125,0
2014-09-08,159.9499969482422,162.1999969482422,159.8300018310547,159.94000244140625,0
2014-09-09,162.0,162.14999389648438,160.22999572753906,160.50999450683594,0
2014-09-10,159.5800018310547,162.6999969482422,159.5800018310547,159.5800018310547,0
2014-09-11,160.8800048828125,162.6999969482422,160.82000732421875,160.82000732421875,0
2014-09-12,162.60000610351562,162.8000030517578,160.57000732421875,160.94000244140625,0
2014-09-15,160.10000610351562,163.10000610351562,160.19000244140625,160.19000244140625,0
2014-09-16,163.0,162.8000030517578,160.67999267578125,160.67999267578125,0
2014-09-17,160.77999877929688,163.35000610351562,160.7899932861328,160.7899932861328,0
2014-09-18,162.92999267578125,163.60000610351562,161.5500030517578,162.75,0
2014-09-19,161.0399932861328,163.5,161.1300048828125,161.1300048828125,0
2014-09-22,161.91000366210938,163.39999389648438,161.47000122070312,161.47000122070312,0
2014-09-23,161.39999389648438,163.1999969482422,161.36000061035156,161.36000061035156,0
2014-09-24,161.97999572753906,162.60000610351562,161.75999450683594,161.9499969482422,0
2014-09-25,162.57000732421875,162.58999633789062,161.22999572753906,162.58999633789062,0
2014-09-26,160.77000427246094,163.89999389648438,160.7899932861328,160.7899932861328,0
2014-09-29,162.35000610351562,163.85000610351562,161.8300018310547,162.39999389648438,0
2014-09-30,161.7899932861328,163.8000030517578,161.64999389648438,161.80999755859375,0
2014-10-01,160.99000549316406,163.8000030517578,160.99000549316406,160.99000549316406,0
2014-10-02,160.99000549316406,164.10000610351562,160.8800048828125,160.94000244140625,0
2014-10-03,164.0500030517578,164.25,161.33999633789062,161.33999633789062,0
2014-10-06,163.58999633789062,164.35000610351562,162.0,163.57000732421875,0
2014-10-07,160.6300048828125,164.47000122070312,160.8699951171875,160.8699951171875,0
2014-10-08,161.17999267578125,164.5,161.27000427246094,161.27000427246094,0
2014-10-09,164.39999389648438,164.8300018310547,161.3699951171875,161.3699951171875,0
2014-10-10,163.3800048828125,163.41000366210938,162.30999755859375,163.41000366210938,0
2014-10-13,162.8000030517578,164.8300018310547,161.83999633789062,162.66000366210938,0
2014-10-14,161.1300048828125,164.0800018310547,161.44000244140625,161.44000244140625,0
2014-10-15,161.83999633789062,162.0,161.7100067138672,162.0,0
2014-10-16,159.49000549316406,164.4499969482422,159.3300018310547,159.5500030517578,0
2014-10-17,161.58999633789062,165.25,161.50999450683594,161.5800018310547,0
2014-10-20,165.1999969482422,165.1999969482422,162.7100067138672,162.9600067138672,0
2014-10-21,165.14999389648438,165.14999389648438,162.47999572753906,162.47999572753906,0
2014-10-22,163.6199951171875,163.63999938964844,163.3800048828125,163.63999938964844,0
2014-10-23,165.0,165.0,163.39999389648438,164.22000122070312,0
2014-10-24,165.0,164.5500030517578,162.19000244140625,163.60000610351562,0
2014-10-27,161.9600067138672,162.24000549316406,161.6999969482422,161.6999969482422,0
2014-10-28,162.0,163.10000610351562,161.8699951171875,161.89999389648438,0
2014-10-29,162.63999938964844,162.75999450683594,162.64999389648438,162.67999267578125,0
2014-10-30,164.00999450683594,164.16000366210938,163.4199981689453,164.16000366210938,0
2014-10-31,163.4199981689453,163.1999969482422,163.0399932861328,163.0399932861328,0
2014-11-03,163.91000366210938,164.60000610351562,164.22999572753906,164.60000610351562,0
2014-11-04,165.64999389648438,163.8800048828125,163.22999572753906,163.22999572753906,0
2014-11-05,163.4199981689453,164.11000061035156,163.30999755859375,163.30999755859375,0
2014-11-06,163.99000549316406,167.69000244140625,163.57000732421875,164.02999877929688,0
2014-11-07,169.55999755859375,169.5500030517578,164.52000427246094,169.5500030517578,0
2014-11-10,163.66000366210938,164.80999755859375,163.49000549316406,163.67999267578125,0
2014-11-11,165.6300048828125,166.32000732421875,165.50999450683594,165.50999450683594,0
2014-11-12,165.6199951171875,169.60000610351562,165.83999633789062,165.83999633789062,0
2014-11-13,166.86000061035156,169.99000549316406,166.8300018310547,166.8300018310547,0
2014-11-14,169.8000030517578,171.1999969482422,168.75999450683594,169.92999267578125,0
2014-11-17,167.6999969482422,172.25,167.63999938964844,167.63999938964844,0
2014-11-18,170.3699951171875,173.14999389648438,170.0500030517578,170.13999938964844,0
2014-11-19,173.0,173.85000610351562,170.5500030517578,170.6199951171875,0
2014-11-20,173.7100067138672,176.10000610351562,171.35000610351562,171.35000610351562,0
2014-11-21,172.0500030517578,177.0500030517578,171.8300018310547,171.97999572753906,0
2014-11-24,177.0500030517578,177.0,175.00999450683594,175.00999450683594,0
2014-11-25,174.6699981689453,177.1999969482422,173.22000122070312,174.77999877929688,0
2014-11-26,172.67999267578125,174.33999633789062,172.5800018310547,172.5800018310547,0
2014-11-27,173.72000122070312,174.57000732421875,173.8000030517578,173.8000030517578,0
2014-11-28,174.8000030517578,178.64999389648438,175.02999877929688,175.02999877929688,0
2014-12-01,175.6699981689453,183.89999389648438,175.7899932861328,175.91000366210938,0
2014-12-02,183.75,181.24000549316406,180.6199951171875,180.6199951171875,0
2014-12-03,182.05999755859375,182.02000427246094,179.4499969482422,182.02000427246094,0
2014-12-04,179.39999389648438,180.52000427246094,177.72999572753906,180.52000427246094,0
2014-12-05,179.8000030517578,180.1999969482422,179.61000061035156,179.61000061035156,0
2014-12-08,180.0,182.4499969482422,180.39999389648438,180.39999389648438,0
2014-12-09,182.3000030517578,183.4499969482422,180.3000030517578,180.3000030517578,0
2014-12-10,183.3000030517578,181.66000366210938,179.1300048828125,181.66000366210938,0
2014-12-11,179.75,180.35000610351562,177.22999572753906,177.38999938964844,0
2014-12-12,180.39999389648438,179.89999389648438,178.77000427246094,178.77000427246094,0
2014-12-15,179.7100067138672,178.72999572753906,176.39999389648438,178.72999572753906,0
2014-12-16,179.85000610351562,179.89999389648438,176.27000427246094,176.27000427246094,0
2014-12-17,179.6999969482422,182.41000366210938,179.39999389648438,179.39999389648438,0
2014-12-18,179.6999969482422,185.14999389648438,184.22999572753906,184.22999572753906,0
2014-12-19,179.8000030517578,182.10000610351562,178.75,178.75,0
2014-12-22,179.75,185.64999389648438,182.19000244140625,182.63999938964844,0
2014-12-23,185.39999389648438,185.6999969482422,182.67999267578125,182.74000549316406,0
2014-12-24,185.64999389648438,183.19000244140625,179.5500030517578,183.19000244140625,0
2014-12-25,185.64999389648438,183.19000244140625,179.5500030517578,183.19000244140625,0
2014-12-26,185.64999389648438,183.19000244140625,179.5500030517578,183.19000244140625,0
2014-12-29,181.8000030517578,182.39999389648438,179.50999450683594,179.75,0
2014-12-30,182.25,182.3000030517578,180.0399932861328,180.0399932861328,0
2014-12-31,182.25,182.39999389648438,180.55999755859375,180.74000549316406,0
2015-01-01,182.3000030517578,181.3800048828125,181.3800048828125,181.3800048828125,0
2015-01-02,181.3800048828125,182.89999389648438,181.00999450683594,181.8699951171875,0
2015-01-05,182.6999969482422,183.39999389648438,181.5,182.35000610351562,0
2015-01-06,183.1999969482422,181.9499969482422,180.97999572753906,180.97999572753906,0
2015-01-07,183.60000610351562,182.27999877929688,181.35000610351562,182.27999877929688,0
2015-01-08,183.5500030517578,181.27000427246094,176.1199951171875,181.27000427246094,0
2015-01-09,178.6999969482422,180.4199981689453,175.6699981689453,175.6699981689453,0
2015-01-12,178.61000061035156,182.0,179.63999938964844,179.63999938964844,0
2015-01-13,182.0,180.4499969482422,180.0399932861328,180.0399932861328,0
2015-01-14,183.39999389648438,182.89999389648438,180.6199951171875,180.83999633789062,0
2015-01-15,183.0500030517578,183.0,180.3300018310547,180.3300018310547,0
2015-01-16,185.5500030517578,186.5,183.27000427246094,183.27000427246094,0
2015-01-19,186.60000610351562,185.97000122070312,184.1699981689453,185.97000122070312,0
2015-01-20,184.1699981689453,189.1999969482422,184.3800048828125,184.3800048828125,0
2015-01-21,188.8000030517578,189.89999389648438,186.8800048828125,186.8800048828125,0
2015-01-22,189.85000610351562,190.39999389648438,187.4199981689453,187.4199981689453,0
2015-01-23,190.39999389648438,190.5,189.6999969482422,190.5,0
2015-01-26,190.60000610351562,188.6300048828125,187.9600067138672,188.6300048828125,0
2015-01-27,191.0,191.1999969482422,188.2899932861328,188.2899932861328,0
2015-01-28,191.10000610351562,192.1999969482422,187.1199951171875,188.4499969482422,0
2015-01-29,192.1999969482422,192.25,186.5399932861328,188.30999755859375,0
2015-01-30,189.75,187.75,186.97999572753906,186.97999572753906,0
2015-02-02,187.91000366210938,190.0,186.9499969482422,187.4199981689453,0
2015-02-03,189.6999969482422,189.8000030517578,186.66000366210938,186.66000366210938,0
2015-02-04,189.64999389648438,190.33999633789062,185.02000427246094,185.02000427246094,0
2015-02-05,186.0,192.5,189.6199951171875,191.8699951171875,0
2015-02-06,192.1999969482422,193.89999389648438,188.97000122070312,188.97000122070312,0
2015-02-09,193.85000610351562,195.25,192.9600067138672,193.27999877929688,0
2015-02-10,195.35000610351562,199.25,192.6999969482422,192.6999969482422,0
2015-02-11,199.1999969482422,202.75,196.69000244140625,196.69000244140625,0
2015-02-12,203.8000030517578,204.0,201.22999572753906,201.22999572753906,0
2015-02-13,203.89999389648438,204.10000610351562,202.32000732421875,202.32000732421875,0
2015-02-16,204.0,203.10000610351562,199.4199981689453,203.10000610351562,0
2015-02-17,199.4199981689453,200.89999389648438,198.64999389648438,200.89999389648438,0
2015-02-18,199.35000610351562,199.39999389648438,196.35000610351562,199.39999389648438,0
2015-02-19,198.39999389648438,196.38999938964844,195.88999938964844,195.88999938964844,0
2015-02-20,197.0,199.39999389648438,196.11000061035156,196.86000061035156,0
2015-02-23,199.4499969482422,200.0,195.35000610351562,195.35000610351562,0
2015-02-24,199.85000610351562,200.39999389648438,196.83999633789062,196.83999633789062,0
2015-02-25,200.3000030517578,198.38999938964844,197.9199981689453,197.9199981689453,0
2015-02-26,200.0,201.0,198.0800018310547,198.0800018310547,0
2015-02-27,201.0,201.80999755859375,201.2100067138672,201.80999755859375,0
2015-03-02,200.0,202.25999450683594,199.35000610351562,202.25999450683594,0
2015-03-03,202.0,200.39999389648438,197.83999633789062,200.1199951171875,0
2015-03-04,200.35000610351562,199.60000610351562,197.02999877929688,197.4600067138672,0
2015-03-05,199.5500030517578,197.94000244140625,197.22999572753906,197.94000244140625,0
2015-03-06,199.39999389648438,199.4499969482422,196.61000061035156,197.75999450683594,0
2015-03-09,199.64999389648438,199.39999389648438,196.69000244140625,198.41000366210938,0
2015-03-10,199.3000030517578,198.6999969482422,196.52999877929688,197.22999572753906,0
2015-03-11,198.89999389648438,199.1999969482422,196.61000061035156,197.25,0
2015-03-12,199.1999969482422,197.75,196.75,197.61000061035156,0
2015-03-13,199.25,197.25,196.55999755859375,197.25,0
2015-03-16,199.3000030517578,199.0,196.6999969482422,197.97000122070312,0
2015-03-17,199.0500030517578,199.0,196.13999938964844,196.13999938964844,0
2015-03-18,198.99000549316406,199.0,196.13999938964844,197.05999755859375,0
2015-03-19,198.8000030517578,199.0,190.9600067138672,190.9600067138672,0
2015-03-20,198.89999389648438,199.0,195.83999633789062,196.92999267578125,0
2015-03-23,198.85000610351562,199.0,194.58999633789062,194.58999633789062,0
2015-03-24,198.89999389648438,199.0,195.5399932861328,195.5399932861328,0
2015-03-25,199.0,199.0,199.0,199.0,0
2015-03-26,199.0,199.0,196.25999450683594,196.4499969482422,0
2015-03-27,199.0500030517578,199.0,196.19000244140625,198.14999389648438,0
2015-03-30,199.0,199.0,195.97999572753906,196.24000549316406,0
2015-03-31,199.0,199.0,196.1999969482422,196.33999633789062,0
2015-04-01,196.25,199.10000610351562,196.22999572753906,196.22999572753906,0
2015-04-02,199.10000610351562,199.10000610351562,196.0399932861328,196.0399932861328,0
2015-04-03,195.32000732421875,195.3800048828125,195.3800048828125,195.3800048828125,0
2015-04-06,199.0,199.10000610351562,193.2100067138672,193.25999450683594,0
2015-04-07,199.10000610351562,199.0500030517578,194.1199951171875,194.1199951171875,0
2015-04-08,199.0500030517578,199.0,196.32000732421875,196.94000244140625,0
2015-04-09,199.0500030517578,199.0,196.14999389648438,197.85000610351562,0
2015-04-10,199.10000610351562,198.9499969482422,196.02999877929688,198.02999877929688,0
2015-04-13,198.89999389648438,199.0,195.52000427246094,195.52000427246094,0
2015-04-14,199.0,198.89999389648438,195.3000030517578,195.3000030517578,0
2015-04-15,199.0,199.0,195.5800018310547,195.5800018310547,0
2015-04-16,198.5500030517578,198.9499969482422,193.9600067138672,193.9600067138672,0
2015-04-17,195.25999450683594,198.89999389648438,196.35000610351562,196.35000610351562,0
2015-04-20,196.47000122070312,198.89999389648438,196.07000732421875,196.07000732421875,0
2015-04-21,198.89999389648438,198.9499969482422,195.85000610351562,195.85000610351562,0
2015-04-22,198.89999389648438,199.0,195.16000366210938,195.16000366210938,0
2015-04-23,198.75,199.0,196.19000244140625,196.19000244140625,0
2015-04-24,198.8000030517578,199.0,194.94000244140625,194.94000244140625,0
2015-04-27,195.3000030517578,198.89999389648438,196.3699951171875,196.3699951171875,0
2015-04-28,198.85000610351562,198.9499969482422,195.69000244140625,195.69000244140625,0
2015-04-29,198.8000030517578,198.89999389648438,195.69000244140625,195.69000244140625,0
2015-04-30,198.85000610351562,198.89999389648438,194.17999267578125,194.17999267578125,0
2015-05-01,198.89999389648438,198.10000610351562,194.88999938964844,195.07000732421875,0
2015-05-04,198.25,199.39999389648438,195.4499969482422,195.4499969482422,0
2015-05-05,198.9499969482422,198.9499969482422,196.0800018310547,196.0800018310547,0
2015-05-06,198.9499969482422,199.0,195.30999755859375,195.30999755859375,0
2015-05-07,198.89999389648438,199.0,194.4600067138672,194.4600067138672,0
2015-05-08,198.9499969482422,198.89999389648438,196.25,198.10000610351562,0
2015-05-11,198.89999389648438,200.0,196.25,196.6199951171875,0
2015-05-12,200.0,199.0,196.49000549316406,196.52000427246094,0
2015-05-13,199.0500030517578,198.89999389648438,196.35000610351562,197.02000427246094,0
2015-05-14,198.89999389648438,199.0,194.24000549316406,194.24000549316406,0
2015-05-15,195.66000366210938,199.0,195.91000366210938,195.91000366210938,0
2015-05-18,198.9499969482422,199.0,194.83999633789062,194.9499969482422,0
2015-05-19,198.9499969482422,198.02000427246094,196.39999389648438,198.02000427246094,0
2015-05-20,199.39999389648438,199.0,196.1199951171875,197.55999755859375,0
2015-05-21,198.9499969482422,198.9499969482422,196.11000061035156,196.11000061035156,0
2015-05-22,198.9499969482422,199.0,196.42999267578125,197.33999633789062,0
2015-05-25,199.0,199.85000610351562,195.25,199.85000610351562,0
2015-05-26,195.25,196.13999938964844,195.4199981689453,195.4199981689453,0
2015-05-27,199.0,196.72000122070312,196.13999938964844,196.72000122070312,0
2015-05-28,199.0,198.9499969482422,195.99000549316406,195.99000549316406,0
2015-05-29,199.0,196.22000122070312,195.80999755859375,195.80999755859375,0
2015-06-01,199.0,198.9499969482422,196.3000030517578,196.32000732421875,0
2015-06-02,198.9499969482422,198.9499969482422,196.02000427246094,196.25,0
2015-06-03,198.9499969482422,199.0,194.0399932861328,194.0399932861328,0
2015-06-04,199.0,198.89999389648438,193.85000610351562,193.85000610351562,0
2015-06-05,198.89999389648438,199.0,196.19000244140625,198.75999450683594,0
2015-06-08,198.89999389648438,198.57000732421875,196.02999877929688,198.36000061035156,0
2015-06-09,198.85000610351562,198.89999389648438,193.64999389648438,193.64999389648438,0
2015-06-10,198.89999389648438,198.89999389648438,195.80999755859375,195.80999755859375,0
2015-06-11,198.8000030517578,198.89999389648438,195.88999938964844,196.02999877929688,0
2015-06-12,198.8000030517578,198.89999389648438,196.4499969482422,196.6699981689453,0
2015-06-15,198.89999389648438,198.89999389648438,195.77999877929688,195.77999877929688,0
2015-06-16,198.8000030517578,199.0,195.58999633789062,195.58999633789062,0
2015-06-17,198.89999389648438,199.0,196.1199951171875,196.1199951171875,0
2015-06-18,198.8000030517578,198.89999389648438,196.1699981689453,196.1699981689453,0
2015-06-19,198.89999389648438,198.89999389648438,196.14999389648438,196.74000549316406,0
2015-06-22,195.30999755859375,196.24000549316406,195.10000610351562,195.10000610351562,0
2015-06-23,198.89999389648438,199.0,196.22999572753906,196.32000732421875,0
2015-06-24,198.89999389648438,198.9499969482422,196.36000061035156,196.36000061035156,0
2015-06-25,198.89999389648438,199.0,196.27000427246094,196.27000427246094,0
2015-06-26,198.9499969482422,198.9499969482422,196.22999572753906,196.22999572753906,0
2015-06-29,198.89999389648438,200.2899932861328,196.35000610351562,200.2899932861328,0
2015-06-30,198.89999389648438,198.9499969482422,194.69000244140625,194.69000244140625,0
2015-07-01,198.89999389648438,199.0,196.24000549316406,196.24000549316406,0
2015-07-02,198.9499969482422,198.85000610351562,196.25,197.52000427246094,0
2015-07-03,196.02000427246094,198.9499969482422,196.42999267578125,196.42999267578125,0
2015-07-06,198.89999389648438,199.0,196.24000549316406,197.92999267578125,0
2015-07-07,199.0,196.52999877929688,196.0399932861328,196.0399932861328,0
2015-07-08,198.85000610351562,196.08999633789062,195.8300018310547,195.8300018310547,0
2015-07-09,198.85000610351562,198.89999389648438,195.05999755859375,195.05999755859375,0
2015-07-10,198.89999389648438,198.9499969482422,195.9499969482422,195.9499969482422,0
2015-07-13,198.89999389648438,198.85000610351562,196.1999969482422,197.60000610351562,0
2015-07-14,198.85000610351562,198.89999389648438,196.3300018310547,197.86000061035156,0
2015-07-15,198.89999389648438,198.89999389648438,196.47999572753906,196.83999633789062,0
2015-07-16,198.89999389648438,198.85000610351562,196.1300048828125,197.92999267578125,0
2015-07-17,198.8000030517578,198.85000610351562,196.44000244140625,198.85000610351562,0
2015-07-20,197.4199981689453,198.9499969482422,196.25,197.4499969482422,0
2015-07-21,198.89999389648438,198.89999389648438,196.24000549316406,196.3300018310547,0
2015-07-22,198.9499969482422,196.27000427246094,194.8300018310547,194.8300018310547,0
2015-07-23,198.85000610351562,198.9499969482422,196.16000366210938,196.24000549316406,0
2015-07-24,198.85000610351562,198.8000030517578,196.3699951171875,196.3699951171875,0
2015-07-27,198.89999389648438,196.11000061035156,12.0,196.0800018310547,0
2015-07-28,198.89999389648438,198.85000610351562,195.8699951171875,195.8699951171875,0
2015-07-29,1.0,198.85000610351562,195.91000366210938,195.91000366210938,0
2015-07-30,198.8000030517578,198.85000610351562,196.47999572753906,196.47999572753906,0
2015-07-31,198.8000030517578,198.85000610351562,195.3300018310547,196.83999633789062,0
2015-08-03,198.8000030517578,199.0,195.27000427246094,195.27000427246094,0
2015-08-04,198.9499969482422,198.89999389648438,196.22000122070312,196.72000122070312,0
2015-08-05,198.9499969482422,199.0,196.42999267578125,198.00999450683594,0
2015-08-06,198.9499969482422,195.33999633789062,195.33999633789062,195.33999633789062,0
2015-08-07,199.0,199.0,194.97000122070312,194.97000122070312,0
2015-08-10,199.0,195.97999572753906,195.63999938964844,195.83999633789062,0
2015-08-11,198.85000610351562,198.6999969482422,194.47999572753906,194.47999572753906,0
2015-08-12,198.6999969482422,199.14999389648438,195.25999450683594,195.25999450683594,0
2015-08-13,199.14999389648438,198.89999389648438,195.16000366210938,195.16000366210938,0
2015-08-14,198.89999389648438,198.85000610351562,195.55999755859375,195.55999755859375,0
2015-08-17,198.8000030517578,197.7899932861328,195.86000061035156,197.7899932861328,0
2015-08-18,195.86000061035156,196.32000732421875,195.99000549316406,195.99000549316406,0
2015-08-19,196.32000732421875,196.9199981689453,195.8000030517578,196.9199981689453,0
2015-08-20,194.39999389648438,196.47999572753906,196.47999572753906,196.47999572753906,0
2015-08-21,196.47999572753906,196.44000244140625,195.35000610351562,195.35000610351562,0
2015-08-24,196.44000244140625,195.8000030517578,194.05999755859375,194.88999938964844,0
2015-08-25,195.8000030517578,196.4499969482422,194.44000244140625,194.44000244140625,0
2015-08-26,196.4499969482422,196.38999938964844,195.60000610351562,195.60000610351562,0
2015-08-27,196.38999938964844,197.83999633789062,196.61000061035156,197.83999633789062,0
2015-08-28,196.61000061035156,197.33999633789062,196.39999389648438,197.33999633789062,0
2015-08-31,196.39999389648438,197.57000732421875,196.41000366210938,197.57000732421875,0
2015-09-01,196.41000366210938,196.5,196.1300048828125,196.1300048828125,0
2015-09-02,196.5,196.49000549316406,196.49000549316406,196.49000549316406,0
2015-09-03,196.49000549316406,197.19000244140625,196.6699981689453,197.19000244140625,0
2015-09-04,198.33999633789062,196.3300018310547,196.3300018310547,196.3300018310547,0
2015-09-07,196.3300018310547,199.0,195.36000061035156,196.10000610351562,0
2015-09-08,199.0,196.44000244140625,195.3000030517578,195.3000030517578,0
2015-09-09,199.0,198.75,195.52999877929688,195.67999267578125,0
2015-09-10,198.6999969482422,198.75,194.27000427246094,194.27000427246094,0
2015-09-11,198.6999969482422,196.33999633789062,195.02999877929688,195.02999877929688,0
2015-09-14,198.9499969482422,198.9499969482422,194.58999633789062,194.99000549316406,0
2015-09-15,198.9499969482422,199.0,196.5399932861328,196.5399932861328,0
2015-09-16,199.0,199.0,196.72000122070312,197.14999389648438,0
2015-09-17,198.89999389648438,196.57000732421875,195.33999633789062,195.33999633789062,0
2015-09-18,198.85000610351562,198.8000030517578,194.83999633789062,194.83999633789062,0
2015-09-21,198.89999389648438,199.0,196.4199981689453,198.63999938964844,0
2015-09-22,198.9499969482422,199.0,196.19000244140625,198.0,0
2015-09-23,199.0,198.9499969482422,196.27999877929688,196.27999877929688,0
2015-09-24,198.9499969482422,198.89999389648438,195.82000732421875,195.82000732421875,0
2015-09-25,198.9499969482422,198.89999389648438,196.42999267578125,197.27999877929688,0
2015-09-28,198.9499969482422,198.89999389648438,195.86000061035156,195.86000061035156,0
2015-09-29,198.89999389648438,198.89999389648438,194.6999969482422,194.6999969482422,0
2015-09-30,198.9499969482422,198.89999389648438,195.25,195.25,0
2015-10-01,198.9499969482422,196.32000732421875,196.1199951171875,196.1199951171875,0
2015-10-02,199.0,199.0,195.61000061035156,195.61000061035156,0
2015-10-05,198.89999389648438,198.9499969482422,195.3000030517578,195.3000030517578,0
2015-10-06,198.9499969482422,198.89999389648438,196.57000732421875,197.27999877929688,0
2015-10-07,195.67999267578125,198.89999389648438,196.49000549316406,196.49000549316406,0
2015-10-08,198.89999389648438,198.9499969482422,196.4199981689453,196.7899932861328,0
2015-10-09,198.9499969482422,198.9499969482422,196.39999389648438,196.5500030517578,0
2015-10-12,196.3000030517578,196.33999633789062,196.33999633789062,196.33999633789062,0
2015-10-13,196.33999633789062,198.9499969482422,196.6300048828125,196.6300048828125,0
